"","carat","cut","color","clarity","depth","table","price","x","y","z"
"356",1,"Ideal","F","SI1",61.9,56,5292,6.41,6.36,3.95
"357",0.31,"Premium","G","VS2",61.2,58,544,4.32,4.37,2.66
"358",0.52,"Premium","I","VVS1",63,58,1619,5.12,5.1,3.22
"359",0.38,"Ideal","G","SI1",61.2,58,688,4.64,4.67,2.85
"360",0.32,"Good","F","SI1",63.2,55,533,4.37,4.4,2.77
"361",0.57,"Ideal","F","VS1",61.8,55,2039,5.33,5.35,3.3
"362",0.3,"Premium","F","VVS2",61,59,945,4.33,4.3,2.63
"363",0.56,"Ideal","G","SI1",62.3,53,1591,5.31,5.28,3.3
"364",0.93,"Ideal","I","SI1",62,57,2917,6.22,6.26,3.87
"365",1.11,"Premium","F","SI2",62.2,57,5284,6.67,6.61,4.13
"366",0.36,"Premium","H","VS1",60.8,59,810,4.62,4.59,2.8
"367",1.01,"Good","F","SI2",61.5,62,4302,6.41,6.46,3.96
"368",0.34,"Ideal","D","VS2",61.6,55,687,4.48,4.54,2.78
"369",0.56,"Ideal","E","VS1",61.9,57,2145,5.31,5.29,3.28
"370",0.51,"Ideal","F","VS2",61.6,57,1661,5.14,5.15,3.17
"371",0.6,"Ideal","H","VS1",61.6,56,1820,5.4,5.42,3.33
"372",2.01,"Good","F","SI2",64.1,57,16085,7.78,7.82,5
"373",0.77,"Premium","J","VS2",62.1,62,1940,5.87,5.82,3.63
"374",0.7,"Premium","F","SI1",59.4,60,2239,5.77,5.74,3.42
"375",0.4,"Premium","F","VS1",60.4,59,982,4.75,4.76,2.87
"376",0.36,"Ideal","F","IF",61.4,56,1063,4.57,4.61,2.82
"377",0.67,"Ideal","G","VS2",61.4,57,1910,5.7,5.67,3.49
"378",1.01,"Premium","G","SI1",61.5,59,4916,6.43,6.48,3.97
"379",0.71,"Ideal","H","VS1",61.7,55,3229,5.73,5.75,3.54
"380",0.73,"Ideal","H","VS2",61,56,3164,5.83,5.88,3.57
"381",0.52,"Ideal","F","VS2",61.7,56,1591,5.16,5.18,3.19
"382",0.76,"Ideal","E","VS2",61.5,56,3249,5.89,5.92,3.63
"383",0.24,"Ideal","G","VS1",61.8,56,442,3.99,4.04,2.48
"384",2.01,"Premium","J","SI1",62.3,59,12048,8.03,7.97,4.98
"385",1.7,"Good","G","VS1",63.9,58,14787,7.46,7.5,4.78
"386",0.57,"Ideal","E","VVS2",61.5,56,2447,5.31,5.35,3.28
"387",1.27,"Premium","J","VVS1",60.1,58,5761,7.06,6.99,4.22
"388",0.32,"Premium","G","SI1",59.6,60,477,4.43,4.46,2.65
"389",0.31,"Good","H","VVS2",63.7,55,625,4.28,4.32,2.74
"390",0.46,"Ideal","J","IF",61.8,56,1221,4.98,4.95,3.07
"391",0.31,"Ideal","H","VVS1",61.5,56,707,4.34,4.38,2.68
"392",0.31,"Ideal","D","SI1",63,54,732,4.35,4.32,2.73
"393",1.22,"Premium","H","SI1",62,58,6620,6.81,6.76,4.21
"394",0.27,"Very Good","F","VVS2",61.8,57,682,4.15,4.17,2.57
"395",0.31,"Ideal","G","IF",61.2,56,891,4.36,4.4,2.68
"396",0.5,"Ideal","E","SI1",61.6,55,1410,5.09,5.13,3.15
"397",0.71,"Premium","D","VS2",60.4,62,2858,5.74,5.72,3.46
"398",2.01,"Premium","J","VS2",60.4,59,13744,8.15,8.1,4.91
"399",0.39,"Ideal","D","VS1",61.8,57,979,4.68,4.7,2.9
"400",0.52,"Very Good","D","VS1",62.5,57,1829,5.11,5.16,3.21
"401",0.3,"Very Good","I","VVS2",61.9,61,526,4.28,4.32,2.66
"402",0.7,"Ideal","F","VVS2",61.7,58,3644,5.66,5.71,3.51
"403",0.6,"Very Good","F","SI1",63.2,57,1599,5.39,5.33,3.39
"404",1.66,"Premium","J","VVS2",62.6,59,10062,7.58,7.54,4.73
"405",1.51,"Good","G","VS2",63.3,60,12756,7.2,7.28,4.58
"406",2.5,"Fair","H","SI2",64.9,58,13278,8.46,8.43,5.48
"407",1.01,"Good","E","VS2",56.7,61,6606,6.71,6.66,3.79
"408",0.32,"Ideal","I","SI2",61.7,55,371,4.39,4.42,2.72
"409",0.37,"Ideal","J","VS1",62.4,55,487,4.59,4.64,2.88
"410",0.73,"Very Good","F","SI1",59.7,60,2473,5.83,5.9,3.5
"411",0.7,"Good","H","VS2",58.9,65,2187,5.69,5.76,3.37
"412",0.32,"Very Good","G","SI1",62.2,57,505,4.36,4.39,2.72
"413",1.7,"Very Good","H","VS2",61.9,60,12874,7.57,7.61,4.7
"414",0.71,"Premium","I","VS2",60,58,1952,5.79,5.85,3.49
"415",1.25,"Premium","I","VS2",61.2,58,6300,6.94,6.89,4.23
"416",0.72,"Very Good","E","SI1",61.6,58,2688,5.74,5.78,3.55
"417",1.71,"Premium","G","SI2",62.6,57,11227,7.66,7.6,4.78
"418",0.51,"Very Good","D","SI1",60,58,1380,5.19,5.24,3.13
"419",0.78,"Ideal","H","VVS2",62.1,56,3581,5.88,5.9,3.66
"420",0.3,"Ideal","G","VVS2",63,57,878,4.32,4.28,2.71
"421",0.7,"Very Good","G","VS1",62.8,57,2475,5.63,5.68,3.55
"422",0.51,"Very Good","G","VS2",59.1,60,1417,5.18,5.21,3.07
"423",1.07,"Very Good","E","VS2",60.4,58,6441,6.61,6.66,4.01
"424",0.32,"Ideal","F","VVS1",61.1,56,827,4.42,4.45,2.71
"425",0.59,"Ideal","F","VVS2",62,55,2611,5.36,5.38,3.33
"426",2.12,"Premium","J","SI2",62.3,61,12140,8.21,8.16,5.1
"427",0.33,"Premium","G","VVS2",62.8,57,965,4.47,4.39,2.78
"428",0.31,"Good","D","SI1",63.5,55,571,4.27,4.3,2.72
"429",1.33,"Fair","G","SI2",63,62,6078,6.9,6.87,4.34
"430",1.13,"Fair","H","I1",64.8,59,2968,6.52,6.42,4.19
"431",0.5,"Ideal","J","VS2",61.6,57,1099,5.08,5.12,3.14
"432",2.01,"Premium","D","SI2",59.1,60,13811,8.31,8.21,4.88
"433",1.01,"Very Good","F","SI2",59.1,57,4304,6.57,6.62,3.9
"434",1.01,"Very Good","F","VS2",59.9,61,5988,6.46,6.5,3.88
"435",1.53,"Good","I","SI2",63.9,59,6238,7.31,7.17,4.64
"436",2.43,"Premium","J","VS2",62.2,57,18692,8.63,8.54,5.34
"437",0.31,"Ideal","D","VS2",62.5,56,942,4.32,4.29,2.69
"438",1.11,"Ideal","I","SI1",62.4,55,4273,6.6,6.64,4.13
"439",2.08,"Ideal","J","IF",61,55,17986,8.32,8.25,5.05
"440",0.31,"Premium","E","SI1",59.3,59,544,4.42,4.48,2.64
"441",0.54,"Very Good","F","VS1",59.9,57,1778,5.35,5.3,3.19
"442",2.03,"Premium","D","SI2",62.4,59,18286,8.04,7.98,5
"443",1.13,"Ideal","G","VS2",61.6,57,7159,6.68,6.7,4.12
"444",0.32,"Ideal","I","SI2",61.9,56,391,4.38,4.41,2.72
"445",0.41,"Ideal","H","VS1",61.8,56,750,4.73,4.78,2.94
"446",0.28,"Ideal","I","VVS2",62.2,55,497,4.21,4.24,2.63
"447",0.94,"Very Good","E","SI2",62,58,3886,6.23,6.29,3.88
"448",0.42,"Premium","D","SI1",61.9,59,810,4.76,4.81,2.96
"449",1.08,"Premium","H","SI1",62.6,56,4826,6.58,6.52,4.1
"450",0.3,"Ideal","F","IF",62.1,57,886,4.29,4.31,2.67
"451",0.56,"Good","F","VS1",63.2,61,1712,5.2,5.28,3.3
"452",0.51,"Very Good","E","SI1",62.8,61,1343,5.06,5.07,3.18
"453",1.01,"Ideal","D","SI1",62.1,56,5694,6.36,6.43,3.97
"454",0.95,"Good","I","SI2",63.8,57,2905,6.23,6.13,3.94
"455",0.9,"Premium","E","VS1",62.1,59,5116,6.15,6.09,3.8
"456",0.77,"Good","H","SI1",63,65,2393,5.82,5.74,3.64
"457",1.06,"Ideal","I","SI1",61.2,56,4749,6.6,6.57,4.03
"458",0.75,"Ideal","G","VS2",60.6,55,2939,5.93,5.91,3.59
"459",0.9,"Premium","J","VS1",62.1,62,2964,6.12,6.05,3.78
"460",0.36,"Ideal","F","VS2",60.9,57,726,4.58,4.61,2.8
"461",0.3,"Ideal","E","VVS2",61.4,57,1013,4.34,4.32,2.66
"462",1.67,"Very Good","I","VS1",61.6,59.1,11867,7.61,7.64,4.7
"463",0.33,"Good","H","VS2",63.8,55,668,4.44,4.4,2.82
"464",1.01,"Very Good","H","SI1",62.7,59,4242,6.27,6.33,3.95
"465",1.14,"Ideal","G","IF",59,59,12458,6.81,6.91,4.05
"466",0.46,"Ideal","G","VVS1",62,54,1412,4.97,5,3.09
"467",0.54,"Very Good","H","SI1",61.7,54,1065,5.23,5.27,3.24
"468",0.51,"Ideal","F","VVS2",62.2,57,2082,5.12,5.14,3.19
"469",1.14,"Ideal","G","VS1",61.7,56,9090,6.67,6.71,4.13
"470",0.64,"Ideal","E","SI1",62,56,2089,5.57,5.53,3.44
"471",0.31,"Premium","G","VS2",61.8,58,435,4.35,4.39,2.7
"472",0.3,"Ideal","H","VS1",62.3,55,526,4.29,4.34,2.69
"473",1.11,"Very Good","D","VVS1",62.5,58,12200,6.67,6.6,4.15
"474",0.31,"Ideal","F","IF",61,56,1168,4.38,4.41,2.68
"475",0.35,"Ideal","E","IF",61.4,56,1197,4.53,4.56,2.79
"476",1.22,"Premium","G","VS2",60.9,57,8067,6.94,6.89,4.21
"477",0.44,"Premium","H","VS2",61.3,58,1040,4.91,4.88,3
"478",1.14,"Ideal","D","VS1",59.8,57,9193,6.83,6.74,4.06
"479",1.11,"Premium","F","SI2",58.9,60,4612,6.8,6.74,3.99
"480",1.51,"Very Good","H","VS2",63.2,57,10950,7.18,7.32,4.58
"481",0.3,"Good","I","VS1",63.7,58,473,4.23,4.25,2.7
"482",0.55,"Very Good","E","SI2",62.5,54,1238,5.21,5.25,3.27
"483",0.35,"Premium","E","VS2",61.6,58,767,4.52,4.57,2.8
"484",0.54,"Ideal","D","SI1",61.7,55,1650,5.23,5.27,3.24
"485",1.2,"Very Good","G","VVS1",60.9,59,9139,6.87,6.79,4.16
"486",0.31,"Ideal","G","VS2",62.3,56,544,4.29,4.34,2.69
"487",0.32,"Premium","G","IF",62,60,954,4.37,4.41,2.72
"488",0.52,"Premium","E","VS1",61.6,58,1668,5.14,5.18,3.18
"489",0.34,"Ideal","I","SI1",62.3,55,589,4.47,4.42,2.77
"490",0.42,"Premium","H","VS1",61.6,58,1087,4.82,4.79,2.96
"491",0.23,"Good","G","VVS1",56.2,60,395,4.14,4.19,2.34
"492",0.6,"Premium","D","SI1",60.4,60,1996,5.48,5.44,3.3
"493",0.83,"Ideal","H","SI2",61.1,59,2666,6.05,6.1,3.71
"494",0.31,"Ideal","G","SI2",62.2,54,436,4.36,4.39,2.72
"495",1.51,"Very Good","E","VS2",63.3,61,13757,7.24,7.17,4.56
"496",0.24,"Good","F","IF",65.1,58,492,3.86,3.88,2.52
"497",0.8,"Very Good","J","VS1",63.4,56,2321,5.9,5.87,3.73
"498",0.32,"Very Good","G","VVS1",60.9,61,842,4.37,4.4,2.67
"499",0.74,"Very Good","G","SI2",62.8,59,2262,5.71,5.76,3.6
"500",0.4,"Good","E","VVS2",58.5,60,1059,4.82,4.86,2.83
"501",0.33,"Premium","I","VS1",61.6,60,668,4.45,4.42,2.73
"502",0.51,"Premium","G","VS1",61,58,1591,5.2,5.16,3.16
"503",1.1,"Premium","H","SI2",60.9,57,4558,6.67,6.62,4.05
"504",1.56,"Good","I","VS2",57.2,62,9784,7.72,7.66,4.4
"505",0.33,"Premium","E","VS2",61.1,59,723,4.45,4.49,2.73
"506",0.95,"Good","F","SI2",59.7,57,3750,6.41,6.45,3.84
"507",0.74,"Very Good","F","VVS2",61.5,55.1,3948,5.82,5.85,3.59
"508",1,"Good","H","SI2",63.8,57,3640,6.32,6.28,4.02
"509",0.51,"Ideal","G","VVS1",61.9,53,1919,5.14,5.2,3.2
"510",1.05,"Ideal","J","SI1",62.3,56,4253,6.47,6.5,4.04
"511",0.58,"Ideal","E","VS1",62.6,56,1893,5.33,5.27,3.32
"512",1.06,"Premium","D","VS2",59.6,60,7280,6.71,6.68,3.99
"513",0.42,"Premium","D","SI1",60.8,59,1040,4.85,4.82,2.94
"514",2,"Very Good","E","SI2",62.9,56,16064,7.94,8,5.01
"515",1.9,"Ideal","I","SI2",60.9,55,12165,8,8.06,4.89
"516",0.59,"Ideal","G","IF",59.5,58,2551,5.49,5.57,3.29
"517",1.53,"Very Good","G","VS2",58.9,59,13225,7.58,7.61,4.47
"518",0.31,"Premium","H","VS1",62.9,58,698,4.34,4.31,2.72
"519",1.02,"Good","E","SI1",63.2,61,5183,6.31,6.37,4.01
"520",0.58,"Premium","E","SI1",61.6,59,1794,5.38,5.33,3.3
"521",1.5,"Premium","E","SI2",61.7,58,8190,7.2,7.17,4.43
"522",0.39,"Very Good","D","VVS2",62.9,58,1232,4.62,4.66,2.92
"523",0.9,"Very Good","I","VS1",63.3,59,3580,6.1,6.06,3.85
"524",0.4,"Premium","G","VVS2",61.3,59,980,4.78,4.74,2.92
"525",2.01,"Very Good","I","SI1",62.8,60,14811,7.99,8.04,5.03
"526",1.5,"Very Good","I","SI1",63.5,59,8081,7.16,7.08,4.52
"527",1.01,"Good","E","VS1",63.8,55,7528,6.32,6.41,4.06
"528",1.53,"Ideal","H","SI2",62.5,57,7617,7.36,7.39,4.61
"529",1,"Fair","H","VS2",66.8,63,4166,6.19,6.08,4.1
"530",1.03,"Very Good","F","SI2",62,58,4414,6.43,6.51,4.01
"531",1.04,"Ideal","J","SI1",61.1,57,3931,6.57,6.52,4
"532",0.5,"Ideal","E","SI1",62.2,57,1410,5.06,5.1,3.16
"533",0.46,"Good","F","VS1",56.5,61,1109,5.11,5.05,2.87
"534",0.71,"Good","I","VVS1",63.8,56,2572,5.7,5.65,3.62
"535",0.41,"Ideal","G","VS1",61.9,57,899,4.76,4.81,2.96
"536",0.45,"Fair","E","VS2",66.9,60,980,4.78,4.71,3.18
"537",1.01,"Very Good","E","VVS2",63.4,56,9642,6.32,6.37,4.02
"538",2.11,"Premium","J","SI2",60.7,60,12440,8.2,8.27,5
"539",0.3,"Ideal","I","VS2",62.6,56,540,4.31,4.29,2.69
"540",0.34,"Ideal","H","VVS2",60.9,55,652,4.52,4.54,2.75
"541",0.32,"Ideal","G","VS1",61.2,57,645,4.4,4.43,2.7
"542",0.54,"Premium","I","SI2",61.2,60,1013,5.22,5.2,3.19
"543",0.3,"Ideal","G","VS1",61.5,56,776,4.34,4.28,2.65
"544",0.35,"Ideal","D","SI1",61.5,56,780,4.54,4.57,2.8
"545",0.56,"Very Good","G","VS2",62.6,58,1605,5.22,5.32,3.31
"546",0.35,"Premium","E","VS2",60.7,60,767,4.55,4.58,2.77
"547",0.32,"Ideal","D","SI1",60.9,56,756,4.43,4.4,2.69
"548",1.03,"Ideal","D","SI2",60.7,55,4752,6.53,6.61,3.99
"549",0.32,"Premium","H","VS2",60.7,58,505,4.43,4.46,2.7
"550",0.71,"Ideal","D","SI1",61.3,57,2690,5.74,5.78,3.53
"551",0.3,"Ideal","F","VVS1",61.7,56,857,4.33,4.35,2.68
"552",0.87,"Very Good","G","SI2",59.9,58,2802,6.19,6.23,3.72
"553",2.01,"Very Good","H","SI2",63.4,58,12617,8.01,7.94,5.06
"554",0.27,"Very Good","G","VVS2",62.4,56,504,4.13,4.16,2.58
"555",1.01,"Good","J","SI1",62.8,58,3399,6.28,6.33,3.96
"556",1,"Fair","I","I1",64.5,58,2035,6.33,6.1,4.01
"557",0.9,"Good","H","SI1",62.8,62,3447,6.05,6.09,3.81
"558",0.24,"Very Good","E","VVS1",59.7,58,552,4.07,4.1,2.44
"559",2,"Ideal","I","SI1",61.4,57,16407,8.05,8.11,4.96
"560",1.01,"Ideal","H","SI1",61.2,58,4943,6.42,6.49,3.95
"561",0.23,"Very Good","G","VVS1",60.2,59,415,4,4.01,2.41
"562",1.12,"Ideal","H","SI2",61.4,56,3763,6.69,6.66,4.1
"563",1.47,"Premium","H","SI2",59.3,59,7573,7.39,7.34,4.37
"564",1.53,"Premium","I","SI2",62.1,59,7539,7.35,7.37,4.57
"565",2.25,"Premium","I","SI2",61.9,59,11114,8.42,8.35,5.19
"566",1.13,"Ideal","D","VVS2",60.1,57,12261,6.83,6.78,4.09
"567",1.01,"Very Good","E","VS2",62.7,60,6128,6.31,6.38,3.98
"568",0.55,"Ideal","G","VVS2",60.5,56,1948,5.36,5.37,3.24
"569",2.2,"Premium","H","SI1",61.2,59,17265,8.42,8.37,0
"570",2.05,"Ideal","H","SI1",61.9,57,17006,8.09,8.14,5.02
"571",0.93,"Premium","G","VS2",62.2,59,4750,6.26,6.21,3.88
"572",0.35,"Ideal","I","VS2",62.5,57,491,4.5,4.53,2.82
"573",0.9,"Ideal","G","SI1",62.3,58,4452,6.17,6.22,3.86
"574",0.73,"Ideal","F","IF",61.2,55,3880,5.86,5.8,3.57
"575",0.41,"Premium","E","SI2",60.6,60,771,4.83,4.8,2.92
"576",1.01,"Premium","H","SI2",61.9,61,3394,6.34,6.29,3.91
"577",1.73,"Ideal","J","VS2",63,57,10076,7.64,7.6,4.8
"578",1.51,"Premium","G","SI1",62.6,58,11153,7.27,7.3,4.56
"579",0.71,"Ideal","I","SI1",61.7,55,2255,5.74,5.77,3.55
"580",1.07,"Very Good","G","SI2",63.5,59,3655,6.52,6.46,4.12
"581",0.31,"Ideal","F","VS2",61.9,55,757,4.37,4.39,2.71
"582",1.08,"Ideal","H","SI2",61.4,57,5141,6.66,6.6,4.07
"583",0.51,"Very Good","E","SI2",63.3,56,1239,5.12,5.08,3.23
"584",1.28,"Premium","E","SI2",62.5,58,5620,6.93,6.89,4.32
"585",0.6,"Ideal","H","SI1",61.4,55,1766,5.46,5.49,3.36
"586",0.71,"Ideal","F","VS1",60.9,57,3710,5.76,5.78,3.51
"587",1.45,"Very Good","F","VS2",62.6,58,11667,7.12,7.2,4.48
"588",0.55,"Ideal","I","SI1",61.7,55,1134,5.29,5.31,3.27
"589",0.72,"Ideal","H","VS2",61.7,56,3122,5.74,5.77,3.56
"590",1.38,"Premium","G","SI2",58.3,59,5487,7.34,7.27,4.26
"591",0.37,"Ideal","D","VS1",61.8,56,872,4.61,4.64,2.86
"592",1.07,"Fair","G","I1",64.8,56,2375,6.53,6.43,4.2
"593",1.01,"Premium","H","VS2",61.3,59,5166,6.41,6.45,3.94
"594",0.61,"Very Good","E","SI1",63.3,60,1726,5.36,5.29,3.37
"595",1.07,"Ideal","J","SI1",62.4,56,4422,6.52,6.56,4.08
"596",1.53,"Premium","G","SI1",61.7,59,9747,7.4,7.31,4.54
"597",0.3,"Very Good","G","SI1",62.7,58,447,4.22,4.27,2.66
"598",1.05,"Ideal","G","VS2",61.1,57,5504,6.55,6.52,3.99
"599",0.49,"Premium","H","VS2",59.6,62,965,5.17,5.14,3.07
"600",0.53,"Ideal","F","VS2",61.5,55,1753,5.27,5.2,3.22
"601",0.32,"Ideal","D","SI2",61.8,55,477,4.38,4.42,2.72
"602",0.79,"Very Good","F","SI1",62.8,59,2878,5.86,5.89,3.69
"603",0.44,"Good","G","IF",58.5,61,1407,4.99,5.03,2.93
"604",0.7,"Premium","F","SI2",62.9,57,2184,5.64,5.61,3.53
"605",0.42,"Ideal","G","VS2",62.2,54,847,4.8,4.82,2.99
"606",0.57,"Premium","D","VS2",60.4,57,1775,5.38,5.35,3.24
"607",1.14,"Ideal","J","SI1",61.7,54,4708,6.71,6.74,4.15
"608",0.74,"Ideal","G","SI2",61.9,55,2487,5.82,5.84,3.61
"609",0.32,"Ideal","D","VS2",59.8,57,907,4.51,4.46,2.68
"610",0.9,"Very Good","G","SI2",63.4,59,3246,6.08,6.04,3.84
"611",0.52,"Fair","J","VS2",65.3,56,1030,5.05,5,3.28
"612",0.64,"Ideal","F","VS1",61.9,56.8,2222,5.55,5.6,3.45
"613",1.05,"Premium","F","SI1",61.6,57,5557,6.56,6.53,4.03
"614",0.98,"Ideal","G","SI1",62.3,56,4665,6.37,6.34,3.96
"615",1.01,"Premium","G","SI2",63,59,3923,6.38,6.32,4
"616",0.34,"Very Good","F","SI2",63,58,447,4.45,4.47,2.81
"617",0.52,"Ideal","E","VS2",61.7,57,1694,5.17,5.1,3.17
"618",0.32,"Ideal","E","VS2",62.1,55,702,4.39,4.43,2.74
"619",1.06,"Ideal","H","VS2",62.4,57,4416,6.54,6.48,4.06
"620",0.33,"Good","F","VVS1",63.3,57,764,4.38,4.44,2.79
"621",0.38,"Very Good","D","VS2",61,58,847,4.7,4.75,2.88
"622",1.09,"Premium","I","VS2",63,56,4519,6.61,6.57,4.15
"623",2.01,"Fair","G","SI2",56.2,63,12450,8.28,8.23,4.64
"624",0.52,"Ideal","D","SI1",62.7,56,1600,5.14,5.17,3.23
"625",1.01,"Ideal","E","SI1",62.1,54,5599,6.5,6.41,4.01
"626",1.5,"Premium","E","SI1",60,58,11795,7.5,7.47,4.49
"627",1.27,"Ideal","E","SI2",60.2,57,6383,7.09,7.14,4.28
"628",1.11,"Ideal","I","SI1",62.2,56,4890,6.62,6.65,4.13
"629",0.93,"Ideal","H","SI1",62,55,3844,6.32,6.29,3.91
"630",0.32,"Good","D","SI2",64.1,54,571,4.37,4.34,2.79
"631",1.12,"Premium","I","VS2",62.4,58,4321,6.63,6.59,4.13
"632",0.55,"Ideal","I","VS2",62.6,57,1393,5.21,5.23,3.27
"633",1,"Very Good","F","SI1",62.5,56,4643,6.38,6.42,4
"634",0.5,"Ideal","D","VS1",61,56,1893,5.13,5.17,3.14
"635",0.79,"Premium","H","SI1",61.8,59,2275,5.97,5.91,3.67
"636",1.79,"Premium","G","VS1",61.7,59,18419,7.85,7.74,4.81
"637",0.95,"Very Good","E","SI1",61.6,56,4738,6.31,6.36,3.9
"638",1,"Good","D","SI2",64.3,53,3965,6.34,6.29,4.06
"639",0.33,"Ideal","D","SI2",60.9,56,492,4.45,4.48,2.72
"640",0.3,"Premium","F","VVS1",61.8,59,868,4.26,4.29,2.64
"641",0.91,"Very Good","D","SI2",60.8,58,3910,6.26,6.31,3.82
"642",0.31,"Premium","E","SI1",63,59,698,4.31,4.26,2.7
"643",1.24,"Premium","J","VS2",61.8,57.6,5265,6.84,6.88,4.24
"644",2.52,"Good","G","SI2",63.7,59,17608,8.57,8.52,5.44
"645",0.42,"Very Good","D","SI2",58.6,58,625,4.91,4.98,2.9
"646",0.71,"Very Good","J","VS2",62.6,57,1626,5.64,5.7,3.55
"647",1.52,"Ideal","H","VS2",61.8,55.1,11333,7.38,7.42,4.58
"648",1.44,"Good","G","VS1",63.6,58,9677,7.01,6.96,4.44
"649",1.01,"Very Good","F","VS1",63.2,58,7107,6.32,6.34,4
"650",0.71,"Very Good","J","SI2",60.9,55,1986,5.76,5.87,3.54
"651",0.7,"Ideal","F","SI1",62.1,56,2596,5.67,5.65,3.51
"652",1.54,"Premium","I","SI2",59.4,61,7727,7.56,7.49,4.47
"653",1.5,"Premium","E","SI2",61,58,9450,7.35,7.3,4.47
"654",0.35,"Premium","E","SI1",61.9,58,788,4.52,4.49,2.79
"655",1,"Ideal","E","SI1",62.3,55,5396,6.41,6.34,3.97
"656",0.73,"Premium","F","VS1",60.7,61,3211,5.79,5.75,3.5
"657",0.28,"Good","G","VS2",61.8,61,394,4.2,4.21,2.6
"658",1.01,"Ideal","F","VS1",60.9,57,8077,6.52,6.49,3.96
"659",0.71,"Ideal","E","VS1",62.4,56,2877,5.75,5.7,3.57
"660",0.35,"Premium","E","SI1",62.7,57,788,4.52,4.47,2.82
"661",1.76,"Premium","I","SI2",62,58,10043,7.76,7.72,4.8
"662",0.71,"Very Good","F","SI2",60.9,56,2036,5.8,5.83,3.54
"663",0.36,"Premium","G","IF",62.5,60,1074,4.49,4.53,2.82
"664",0.54,"Ideal","H","VVS1",61.2,57,1723,5.21,5.25,3.2
"665",0.54,"Ideal","H","IF",61.5,54,1981,5.27,5.3,3.25
"666",1.13,"Ideal","I","VS1",61.6,54,5813,6.72,6.74,4.15
"667",0.7,"Ideal","E","SI2",62.1,56,2453,5.65,5.68,3.52
"668",0.35,"Ideal","J","VS2",61.8,55,446,4.54,4.56,2.81
"669",0.72,"Premium","E","VS1",61.5,60,2961,5.79,5.75,3.55
"670",0.53,"Very Good","E","VS1",61.7,59,1844,5.18,5.2,3.2
"671",0.29,"Very Good","D","VVS2",59.1,61,600,4.33,4.37,2.57
"672",1.02,"Very Good","F","VVS2",62.9,59,8940,6.37,6.42,4.02
"673",1.52,"Ideal","F","SI1",61.5,55,12364,7.41,7.44,4.57
"674",0.51,"Premium","F","VS2",63,55,1574,5.1,5.06,3.2
"675",1.01,"Premium","F","VS2",58.9,58,6271,6.59,6.51,3.86
"676",1.04,"Ideal","E","VVS2",62,58,9552,6.54,6.46,4.03
"677",1,"Premium","G","VVS2",59.5,61,7589,6.46,6.42,3.83
"678",0.33,"Ideal","G","IF",61.3,55,946,4.49,4.51,2.76
"679",0.4,"Premium","F","VS2",61.6,58,842,4.75,4.8,2.94
"680",0.75,"Very Good","H","VVS2",60.6,57,3002,5.86,5.89,3.56
"681",0.41,"Very Good","D","VVS2",61.2,62,1295,4.78,4.82,2.94
"682",1.5,"Premium","G","VS2",58.4,58,11189,7.54,7.5,4.39
"683",0.41,"Premium","G","VS2",60.9,58,1061,4.83,4.8,2.93
"684",0.31,"Ideal","E","VVS2",61.9,54,767,4.38,4.41,2.72
"685",0.4,"Ideal","E","SI1",61.8,56,945,4.74,4.71,2.92
"686",1.5,"Good","J","VS1",60.7,61,8347,7.27,7.3,4.42
"687",1.23,"Premium","G","VS1",62.8,56,8381,6.86,6.81,4.29
"688",0.33,"Ideal","F","VVS2",61.9,56,810,4.42,4.46,2.75
"689",0.62,"Premium","E","SI2",61.1,59,1579,5.53,5.5,3.37
"690",0.74,"Ideal","G","SI2",62.7,56,2423,5.75,5.8,3.62
"691",0.32,"Ideal","I","VVS2",62.6,54,720,4.41,4.37,2.75
"692",0.85,"Fair","H","I1",66.9,54,1250,5.98,5.75,3.94
"693",0.3,"Ideal","E","VVS2",61.7,57,1013,4.34,4.31,2.67
"694",1.21,"Good","E","I1",64,57,4201,6.73,6.67,4.29
"695",0.55,"Good","D","SI2",63.2,56,1272,5.21,5.24,3.3
"696",0.54,"Ideal","F","VVS2",61,57,2109,5.26,5.3,3.22
"697",1.01,"Very Good","I","SI2",63.7,57,3998,6.32,6.36,4.04
"698",0.51,"Ideal","G","VVS2",61.2,55,1974,5.18,5.15,3.16
"699",1.5,"Good","G","VS2",61.4,58.8,13307,7.32,7.37,4.5
"700",0.93,"Good","F","SI2",61.3,62,3376,6.17,6.26,3.81
"701",1.08,"Ideal","D","SI2",61.6,57,5352,6.62,6.58,4.07
"702",0.6,"Ideal","D","SI1",61.4,55,2263,5.45,5.47,3.35
"703",0.65,"Very Good","F","SI1",60,63,1814,5.62,5.54,3.35
"704",1.01,"Premium","H","VS1",61.2,61,5294,6.44,6.41,3.93
"705",0.45,"Ideal","G","VVS2",61.8,57,1105,4.9,4.94,3.04
"706",1,"Good","G","SI1",61.9,61,4859,6.36,6.4,3.95
"707",0.75,"Premium","G","VS2",61.7,58,2760,5.85,5.79,3.59
"708",0.6,"Ideal","E","VS1",62.2,56,2306,5.36,5.44,3.36
"709",0.5,"Very Good","H","SI1",63.1,59,1181,5.02,4.96,3.15
"710",1.3,"Ideal","G","VS1",62.4,56,6928,7.03,6.95,4.36
"711",0.31,"Ideal","E","VS2",62,56,872,4.37,4.34,2.7
"712",0.37,"Ideal","F","VVS2",60.5,60,876,4.65,4.67,2.82
"713",0.71,"Very Good","D","VS2",60.3,62,3131,5.69,5.76,3.45
